estimating workload which takes just one milisecond
end estimation
0	1	1
0	2	2
0	3	3
0	4	4
0	5	5
0	7	6
0	8	7
0	9	8
0	11	9
0	12	10
0	13	11
0	14	12
0	15	13
0	17	14
0	18	15
0	19	16
0	20	17
0	21	18
0	22	19
0	23	20
0	24	21
0	25	22
0	27	23
0	29	24
0	31	25
0	32	26
0	34	27
0	35	28
0	36	29
0	38	30
0	39	31
0	40	32
0	41	33
0	42	34
0	43	35
0	45	36
0	46	37
0	47	38
0	48	39
0	49	40
0	50	41
0	51	42
0	52	43
0	54	44
0	55	45
0	56	46
0	57	47
0	58	48
0	59	49
0	60	50
0	61	51
0	62	52
0	63	53
0	65	54
0	66	55
0	67	56
0	68	57
0	69	58
0	70	59
0	71	60
0	72	61
0	73	62
0	74	63
0	76	64
0	77	65
0	78	66
0	79	67
0	80	68
0	82	69
0	83	70
0	84	71
0	86	72
0	87	73
0	88	74
0	89	75
0	90	76
0	91	77
0	92	78
0	93	79
0	94	80
0	96	81
0	97	82
0	99	83
0	101	84
0	102	85
0	103	86
0	105	87
0	106	88
0	108	89
0	109	90
0	110	91
0	111	92
0	112	93
0	114	94
0	115	95
0	116	96
0	118	97
0	119	98
0	120	99
0	122	100
estimating workload which takes just one milisecond
end estimation
