estimating workload which takes just one milisecond
end estimation
3	6	1
3	7	2
3	8	3
3	19	4
3	20	5
3	22	6
3	23	7
3	24	8
3	25	9
3	43	10
3	44	11
3	45	12
3	54	13
3	55	14
3	57	15
3	70	16
3	71	17
3	72	18
3	73	19
3	90	20
3	91	21
3	92	22
3	93	23
3	106	24
3	107	25
3	108	26
3	109	27
3	122	28
3	124	29
3	125	30
3	126	31
3	127	32
3	128	33
3	129	34
3	155	35
3	156	36
3	157	37
3	158	38
3	170	39
3	171	40
3	172	41
3	173	42
3	174	43
3	193	44
3	194	45
3	195	46
3	196	47
3	197	48
3	198	49
3	225	50
3	226	51
3	227	52
3	229	53
3	245	54
3	246	55
3	247	56
3	248	57
3	249	58
3	261	59
3	262	60
3	263	61
3	285	62
3	286	63
3	287	64
3	288	65
3	295	66
3	296	67
3	298	68
3	299	69
3	316	70
3	317	71
3	318	72
3	319	73
3	333	74
3	334	75
3	335	76
3	336	77
3	337	78
3	338	79
3	359	80
3	360	81
3	361	82
3	362	83
3	363	84
3	364	85
3	365	86
3	396	87
3	397	88
3	398	89
3	400	90
3	401	91
3	402	92
3	403	93
3	404	94
3	430	95
3	431	96
3	432	97
3	434	98
3	450	99
3	451	100
estimating workload which takes just one milisecond
end estimation
2	1	1
2	2	2
2	3	3
2	4	4
2	30	5
2	31	6
2	32	7
2	33	8
2	34	9
2	46	10
2	47	11
2	49	12
2	62	13
2	63	14
2	64	15
2	65	16
2	79	17
2	80	18
2	81	19
2	83	20
2	99	21
2	101	22
2	102	23
2	103	24
2	104	25
2	105	26
2	120	27
2	121	28
2	122	29
2	139	30
2	140	31
2	141	32
2	143	33
2	144	34
2	145	35
2	166	36
2	167	37
2	168	38
2	169	39
2	180	40
2	182	41
2	183	42
2	184	43
2	185	44
2	200	45
2	202	46
2	203	47
2	204	48
2	215	49
2	216	50
2	217	51
2	218	52
2	219	53
2	235	54
2	236	55
2	237	56
2	255	57
2	257	58
2	258	59
2	259	60
2	280	61
2	281	62
2	282	63
2	283	64
2	284	65
2	300	66
2	301	67
2	302	68
2	304	69
2	305	70
2	320	71
2	322	72
2	323	73
2	324	74
2	326	75
2	327	76
2	355	77
2	356	78
2	358	79
2	370	80
2	371	81
2	372	82
2	373	83
2	382	84
2	383	85
2	384	86
2	385	87
2	416	88
2	417	89
2	418	90
2	420	91
2	421	92
2	422	93
2	423	94
2	424	95
2	425	96
2	442	97
2	444	98
2	445	99
2	453	100
estimating workload which takes just one milisecond
end estimation
0	10	1
0	11	2
0	12	3
0	13	4
0	14	5
0	38	6
0	39	7
0	40	8
0	41	9
0	58	10
0	59	11
0	60	12
0	61	13
0	75	14
0	76	15
0	77	16
0	78	17
0	79	18
0	95	19
0	96	20
0	97	21
0	98	22
0	116	23
0	117	24
0	118	25
0	119	26
0	136	27
0	137	28
0	146	29
0	147	30
0	148	31
0	149	32
0	159	33
0	160	34
0	161	35
0	162	36
0	163	37
0	164	38
0	185	39
0	187	40
0	188	41
0	205	42
0	206	43
0	207	44
0	208	45
0	209	46
0	220	47
0	221	48
0	222	49
0	224	50
0	250	51
0	251	52
0	252	53
0	253	54
0	254	55
0	264	56
0	265	57
0	266	58
0	267	59
0	268	60
0	270	61
0	271	62
0	272	63
0	273	64
0	274	65
0	310	66
0	311	67
0	312	68
0	313	69
0	314	70
0	340	71
0	341	72
0	342	73
0	343	74
0	350	75
0	351	76
0	352	77
0	353	78
0	354	79
0	374	80
0	375	81
0	376	82
0	377	83
0	386	84
0	387	85
0	389	86
0	390	87
0	391	88
0	392	89
0	393	90
0	394	91
0	426	92
0	427	93
0	428	94
0	429	95
0	439	96
0	440	97
0	441	98
0	452	99
0	453	100
estimating workload which takes just one milisecond
end estimation
1	16	1
1	17	2
1	18	3
1	25	4
1	26	5
1	27	6
1	29	7
1	35	8
1	36	9
1	50	10
1	51	11
1	52	12
1	53	13
1	66	14
1	67	15
1	68	16
1	70	17
1	84	18
1	86	19
1	87	20
1	88	21
1	89	22
1	110	23
1	111	24
1	113	25
1	114	26
1	115	27
1	130	28
1	131	29
1	132	30
1	133	31
1	134	32
1	150	33
1	151	34
1	152	35
1	153	36
1	154	37
1	176	38
1	177	39
1	178	40
1	179	41
1	190	42
1	191	43
1	209	44
1	211	45
1	212	46
1	213	47
1	214	48
1	230	49
1	231	50
1	233	51
1	234	52
1	239	53
1	240	54
1	241	55
1	242	56
1	243	57
1	245	58
1	276	59
1	277	60
1	278	61
1	289	62
1	290	63
1	291	64
1	292	65
1	293	66
1	295	67
1	306	68
1	307	69
1	308	70
1	328	71
1	329	72
1	330	73
1	332	74
1	345	75
1	346	76
1	347	77
1	348	78
1	366	79
1	367	80
1	369	81
1	370	82
1	379	83
1	380	84
1	381	85
1	406	86
1	408	87
1	409	88
1	411	89
1	412	90
1	413	91
1	414	92
1	435	93
1	436	94
1	437	95
1	446	96
1	447	97
1	448	98
1	454	99
1	455	100
estimating workload which takes just one milisecond
end estimation
