0	3	1
0	4	2
0	5	3
0	6	4
0	8	5
0	9	6
0	10	7
0	11	8
0	12	9
0	13	10
0	21	11
0	22	12
0	23	13
0	24	14
0	25	15
0	27	16
0	28	17
0	29	18
0	30	19
0	31	20
0	32	21
0	33	22
0	34	23
0	35	24
0	36	25
0	41	26
0	43	27
0	44	28
0	45	29
0	47	30
0	48	31
0	49	32
0	50	33
0	58	34
0	59	35
0	61	36
0	62	37
0	63	38
0	64	39
0	65	40
0	66	41
0	68	42
0	69	43
0	70	44
0	71	45
0	72	46
0	74	47
0	81	48
0	82	49
0	83	50
0	84	51
0	85	52
0	87	53
0	88	54
0	89	55
0	90	56
0	91	57
0	92	58
0	93	59
0	94	60
0	96	61
0	97	62
0	98	63
0	99	64
0	100	65
0	101	66
0	111	67
0	112	68
0	114	69
0	115	70
0	116	71
0	117	72
0	118	73
0	119	74
0	120	75
0	121	76
0	122	77
0	123	78
0	124	79
0	125	80
0	127	81
0	128	82
0	129	83
0	130	84
0	131	85
0	132	86
0	133	87
0	134	88
0	135	89
0	136	90
0	137	91
0	138	92
0	139	93
0	141	94
0	152	95
0	153	96
0	154	97
0	155	98
0	156	99
0	158	100
1	1	1
1	14	2
1	16	3
1	17	4
1	18	5
1	19	6
1	20	7
1	37	8
1	39	9
1	40	10
1	51	11
1	52	12
1	53	13
1	54	14
1	55	15
1	56	16
1	75	17
1	76	18
1	77	19
1	78	20
1	79	21
1	80	22
1	102	23
1	103	24
1	104	25
1	105	26
1	106	27
1	107	28
1	109	29
1	110	30
1	141	31
1	142	32
1	143	33
1	144	34
1	145	35
1	146	36
1	148	37
1	149	38
1	150	39
1	151	40
1	159	41
1	160	42
1	161	43
1	162	44
1	163	45
1	164	46
1	165	47
1	166	48
1	167	49
1	169	50
1	170	51
1	171	52
1	173	53
1	174	54
1	175	55
1	176	56
1	177	57
1	179	58
1	180	59
1	181	60
1	182	61
1	183	62
1	184	63
1	185	64
1	186	65
1	188	66
1	189	67
1	190	68
1	191	69
1	192	70
1	193	71
1	194	72
1	195	73
1	196	74
1	198	75
1	199	76
1	200	77
1	201	78
1	202	79
1	203	80
1	204	81
1	205	82
1	206	83
1	207	84
1	208	85
1	209	86
1	211	87
1	212	88
1	213	89
1	214	90
1	215	91
1	216	92
1	217	93
1	218	94
1	219	95
1	220	96
1	221	97
1	222	98
1	223	99
1	225	100
